country,iso_code,year,region,income_group,crop,area_harvested_ha,production_tonnes,yield_kg_ha,fertilizer_use_kg_ha,irrigation_pct,avg_temp_weather,avg_min_temp,avg_max_temp,avg_precipitation,avg_rain,avg_transp,annual_gdd,annual_precip_total,daily_precip_sd,extreme_hot_days,extreme_cold_days,extreme_temp_days,daily_precip_cv,extreme_hot32_days,extreme_hot35_days
Ethiopia,ETH,2017,Sub-Saharan Africa,Low income,Rice,2189497,7625878.15,3482.94,30.15,8.7,23.7301,18.497,29.9836,1.0805,1.0805,5.7043,5197.7,394.4,2.4707,179,0,179,2.2866,83,1
Nigeria,NGA,2018,Sub-Saharan Africa,Lower middle income,Wheat,1348227,5466467.84,4054.56,80.61,17.0,25.594,21.434,30.7137,4.5849,4.5849,4.3479,5866.95,1673.5,9.2835,210,0,210,2.0248,141,31
Germany,DEU,2017,Europe,High income,Wheat,3421306,28448099.92,8314.98,215.89,45.6,9.5438,5.9321,13.1836,1.951,1.8233,1.8621,1013.15,712.1,3.9871,1,75,76,2.0437,0,0
India,IND,2015,South Asia,Lower middle income,Wheat,756644,3297012.16,4357.42,72.16,24.4,27.5312,22.7526,32.677,3.2367,3.2367,4.762,6465.9,1181.4,11.9433,272,0,272,3.6899,159,78
Nepal,NPL,2020,South Asia,Low income,Soybeans,1864592,5199994.84,2788.81,,12.9,13.0191,9.4276,16.5265,13.9675,13.9667,2.4711,1491.65,5112.1,21.2437,0,16,16,1.5209,0,0
Ukraine,UKR,2016,Europe,Lower middle income,Maize,2211891,18747790.37,8475.91,41.29,17.7,9.8194,5.915,13.6044,1.9418,1.626,2.3381,1527.25,710.7,4.5891,21,109,130,2.3633,6,0
South Korea,KOR,2023,East Asia,High income,Maize,940215,,17525.41,185.68,20.7,11.4597,7.4238,16.0595,4.5348,4.3945,2.5537,1886.9,1655.2,12.1194,10,105,115,2.6725,0,0
United Kingdom,GBR,2021,Europe,High income,Wheat,3931303,33889495.93,8620.42,182.37,43.6,7.1342,4.2255,9.8677,4.9819,4.4156,1.282,398.05,1818.4,8.4019,0,83,83,1.6865,0,0
Mali,MLI,2017,Sub-Saharan Africa,Low income,Rice,119196,575523.86,4828.38,25.96,5.6,28.4559,21.7951,35.1452,0.0926,0.0926,8.4119,6741.6,33.8,0.4155,288,0,288,4.4872,280,221
Nepal,NPL,2022,South Asia,Low income,Soybeans,1447274,4235010.69,2926.2,24.56,9.4,13.3899,9.7904,16.7964,8.4332,8.3625,2.636,1568.6,3078.1,12.6649,0,11,11,1.5018,0,0
Indonesia,IDN,2016,Southeast Asia,Lower middle income,Wheat,2948399,14923349.65,5061.51,79.61,20.1,25.9281,23.3202,30.1874,10.0153,10.0153,3.2961,6131.9,3665.6,11.5693,216,0,216,1.1552,41,0
Brazil,BRA,2021,South America,Upper middle income,Rice,637390,4595789.03,7210.32,92.43,17.6,25.8055,21.0929,31.8836,3.9416,3.9416,4.2838,6018.2,1438.7,7.2771,295,0,295,1.8462,137,44
Morocco,MAR,2016,North Africa,Lower middle income,Soybeans,365772,1199520.41,3279.42,92.93,30.9,17.6669,10.8082,24.8254,1.5036,1.327,4.0462,2944.75,550.3,4.1317,105,6,111,2.7479,79,56
Kenya,KEN,2021,Sub-Saharan Africa,Low income,Wheat,1371779,4392408.9,3201.98,21.3,13.3,24.8548,20.1616,30.4512,1.9956,1.9956,5.1437,5586.85,728.4,5.0497,204,0,204,2.5304,90,2
Bangladesh,BGD,2020,South Asia,Lower middle income,Wheat,1028430,4999136.37,4860.94,63.64,32.9,24.9801,21.1432,29.7128,5.6139,5.6139,3.4305,5646.65,2054.7,9.8605,203,0,203,1.7564,94,12
Kenya,KEN,2022,Sub-Saharan Africa,Low income,Rice,1366250,7804113.77,5712.07,32.71,12.6,24.6742,19.7307,30.3942,1.8679,1.8679,5.1877,5497.8,681.8,4.485,199,0,199,2.401,87,2
Mali,MLI,2019,Sub-Saharan Africa,Low income,Rice,415113,1912755.97,4607.8,,12.6,28.126,21.6408,34.7096,0.1984,0.1984,8.0509,6633.95,72.4,1.3155,269,0,269,6.6322,234,199
Mexico,MEX,2018,Central America,Upper middle income,Maize,4030855,54619108.92,13550.25,124.23,38.7,18.0973,11.4847,25.4082,1.2975,1.2975,5.0705,3107.5,473.6,3.3309,40,6,46,2.5671,10,2
South Korea,KOR,2018,East Asia,High income,Rice,1260391,13920219.65,11044.37,154.83,36.3,10.2699,6.3312,14.7304,3.3233,2.9658,2.5105,1724.65,1213.0,9.5516,23,111,134,2.8741,7,0
Uganda,UGA,2018,Sub-Saharan Africa,Low income,Rice,1925440,10290650.52,5344.57,27.88,,23.0016,18.4227,28.6477,2.9255,2.9255,4.2864,4940.35,1067.8,4.6595,104,0,104,1.5927,42,0
Canada,CAN,2022,North America,High income,Rice,3512351,37627511.61,10712.91,199.14,55.3,-0.7266,-5.1775,3.8693,1.0395,0.5811,1.7879,730.15,379.4,2.3371,1,207,208,2.2484,0,0
Ethiopia,ETH,2015,Sub-Saharan Africa,Low income,Soybeans,1983183,3295720.97,1661.83,25.82,11.0,24.2912,18.4444,30.4879,0.7655,0.7655,5.5902,5280.15,279.4,2.2791,230,0,230,2.9773,112,0
Pakistan,PAK,2018,South Asia,Lower middle income,Wheat,546979,2459072.42,4495.73,107.86,38.7,20.6052,13.7255,27.0153,0.5208,0.5203,5.1345,3896.2,190.1,1.7786,153,24,177,3.415,119,71
Germany,DEU,2015,Europe,High income,Wheat,1012925,7233798.59,7141.49,182.72,58.1,10.0792,6.1833,13.8205,1.531,1.3874,1.9605,1020.95,558.8,3.2237,13,67,80,2.1057,5,0
India,IND,2020,South Asia,Lower middle income,Wheat,383474,1958044.29,5106.07,118.3,15.0,27.1399,22.4333,32.5413,3.5399,3.5399,4.5343,6400.35,1295.6,8.1058,256,0,256,2.2899,163,80
France,FRA,2020,Europe,High income,Soybeans,165155,831280.38,5033.33,129.35,30.3,12.0265,8.0254,16.323,2.2585,2.232,2.4003,1350.75,826.6,3.8586,15,20,35,1.7085,4,2
South Korea,KOR,2017,East Asia,High income,Wheat,725467,5160021.31,7112.69,175.35,25.8,10.2715,6.2962,14.7995,2.6479,2.4542,2.5954,1712.25,966.5,7.187,5,124,129,2.7142,0,0
France,FRA,2017,Europe,High income,Soybeans,1674747,7168514.77,4280.36,189.23,37.5,10.9236,7.1507,15.1178,2.2408,2.1729,2.1893,1260.0,817.9,4.0935,13,46,59,1.8268,2,0
Japan,JPN,2016,East Asia,High income,Rice,1570631,14682235.73,9347.99,154.81,54.1,10.3746,6.221,15.0801,3.682,3.2645,2.4143,1527.9,1347.6,8.3071,0,119,119,2.2562,0,0
Turkey,TUR,2016,Middle East,Upper middle income,Maize,2870260,16024160.2,5582.83,125.94,25.1,10.7522,4.4495,17.0776,1.206,0.8956,3.4877,1554.3,441.4,3.0287,38,122,160,2.5113,20,3
South Korea,KOR,2017,East Asia,High income,Maize,984417,10108736.78,10268.75,145.69,45.9,10.2715,6.2962,14.7995,2.6479,2.4542,2.5954,1712.25,966.5,7.187,5,124,129,2.7142,0,0
Philippines,PHL,2019,Southeast Asia,Lower middle income,Maize,3816728,36842357.99,9652.86,57.61,15.8,27.5375,26.6241,28.4255,4.1973,4.1973,4.4535,6396.55,1532.0,12.9429,24,0,24,3.0837,0,0
United States,USA,2018,North America,High income,Soybeans,639600,2662318.88,4162.47,237.29,34.4,11.5814,6.4945,17.3142,2.3608,2.1082,3.3427,2173.35,861.7,6.034,65,132,197,2.5559,32,6
United States,USA,2020,North America,High income,Wheat,704626,4253039.2,6035.88,207.96,31.0,12.771,7.3945,18.6489,1.3262,1.1492,3.7945,2269.95,485.4,4.1823,73,111,184,3.1535,49,11
Germany,DEU,2022,Europe,High income,Wheat,4133893,22489867.96,5440.36,179.04,29.6,10.4773,6.1068,14.8255,1.5142,1.3753,2.3019,1223.3,552.7,2.9227,7,71,78,1.9302,6,1
Philippines,PHL,2018,Southeast Asia,Lower middle income,Wheat,4185915,14976526.66,,114.3,29.6,27.4137,26.5112,28.2995,4.8764,4.8764,4.2724,6352.95,1779.9,8.9792,5,0,5,1.8413,0,0
Bangladesh,BGD,2017,South Asia,Lower middle income,Wheat,661906,2435461.77,3679.47,64.36,23.1,25.0389,21.411,29.5205,7.5904,7.5904,3.3558,5645.0,2770.5,12.9937,180,0,180,1.7119,72,0
France,FRA,2015,Europe,High income,Soybeans,2530493,9503961.81,3755.77,169.39,41.8,11.7351,8.0285,15.7419,1.5115,1.4567,2.3982,1353.55,551.7,3.2162,19,37,56,2.1278,5,3
Ethiopia,ETH,2020,Sub-Saharan Africa,Low income,Rice,186552,907121.59,4862.57,27.82,10.6,23.3904,18.444,29.1609,1.6153,1.6153,5.1914,5051.7,591.2,3.567,140,0,140,2.2082,47,0
Nepal,NPL,2022,South Asia,Low income,Rice,1445680,6844071.05,4734.15,24.46,13.4,13.3899,9.7904,16.7964,8.4332,8.3625,2.636,1568.6,3078.1,12.6649,0,11,11,1.5018,0,0
South Africa,ZAF,2022,Sub-Saharan Africa,Upper middle income,Wheat,2410048,16822803.62,6980.28,124.71,26.7,17.9504,11.014,24.9934,0.9556,0.9556,5.4385,2999.4,348.8,2.9115,100,5,105,3.0467,64,17
Ukraine,UKR,2016,Europe,Lower middle income,Soybeans,2215745,7246847.78,3270.61,83.81,11.4,9.8194,5.915,13.6044,1.9418,1.626,2.3381,1527.25,710.7,4.5891,21,109,130,2.3633,6,0
Argentina,ARG,2018,South America,Upper middle income,Soybeans,2263141,9388539.03,4148.46,115.65,39.9,16.4055,11.6266,21.8044,1.1211,1.1211,4.1493,2636.15,409.2,3.2193,58,5,63,2.8715,42,16
Kenya,KEN,2020,Sub-Saharan Africa,Low income,Maize,1326686,10352673.09,7803.41,27.71,9.3,24.2626,20.0861,29.4475,3.5049,3.5049,4.6168,5404.65,1282.8,6.9042,125,0,125,1.9699,30,0
Uganda,UGA,2018,Sub-Saharan Africa,Low income,Maize,2923617,16361001.85,5596.15,27.52,11.1,23.0016,18.4227,28.6477,2.9255,2.9255,4.2864,4940.35,1067.8,4.6595,104,0,104,1.5927,42,0
Mali,MLI,2021,Sub-Saharan Africa,Low income,Maize,998374,3100698.95,3105.75,26.29,12.2,29.5942,22.8778,36.0674,0.026,0.026,8.4722,7107.5,9.5,0.2504,307,0,307,9.6206,276,226
Morocco,MAR,2019,North Africa,Lower middle income,Soybeans,1291903,4461104.9,3453.13,74.62,42.6,19.1041,12.34,26.534,1.0688,1.0688,4.5992,3457.9,390.1,3.758,135,0,135,3.5162,95,49
Canada,CAN,2015,North America,High income,Wheat,384558,3358910.75,8734.47,180.49,34.7,1.3082,-2.8373,5.5384,1.0197,0.7532,1.9075,755.65,372.2,2.385,0,190,190,2.3388,0,0
Japan,JPN,2021,East Asia,High income,Rice,1337185,14610917.9,10926.62,156.16,54.8,9.7458,5.8167,14.5205,5.0586,4.734,2.4551,1379.75,1846.4,12.4436,0,108,108,2.4599,0,0
Turkey,TUR,2018,Middle East,Upper middle income,Wheat,3502681,20491676.27,5850.28,139.32,23.2,12.3518,6.9214,18.0233,1.0833,0.866,3.5915,1743.95,395.4,2.496,21,67,88,2.3041,10,0
Tanzania,TZA,2020,Sub-Saharan Africa,Low income,Rice,936205,,5632.82,26.1,6.8,22.0981,17.4839,27.3448,3.3847,3.3847,4.7167,4543.65,1238.8,6.8578,58,0,58,2.0261,8,0
United Kingdom,GBR,2020,Europe,High income,Soybeans,1899226,9845014.39,5183.7,193.77,29.8,7.1902,4.4281,9.9276,6.4516,6.0123,1.2232,283.8,2361.3,9.0062,0,61,61,1.396,0,0
Ukraine,UKR,2023,Europe,Lower middle income,Soybeans,1813390,6684230.76,,78.19,17.9,11.4578,7.1792,15.9529,1.4227,1.2622,2.5852,1744.45,519.3,3.5152,20,88,108,2.4708,8,1
Uganda,UGA,2023,Sub-Saharan Africa,Low income,Rice,651086,3590163.51,5514.12,27.72,8.7,23.8307,18.6726,30.1452,2.9452,2.9452,4.7386,5259.25,1075.0,5.7877,183,0,183,1.9651,73,6
Tanzania,TZA,2015,Sub-Saharan Africa,Low income,Wheat,1306455,4818063.7,3687.89,18.96,14.9,23.1597,17.7485,28.8438,1.6077,1.6077,5.3894,4853.1,586.8,4.219,103,0,103,2.6243,19,0
Kenya,KEN,2020,Sub-Saharan Africa,Low income,Rice,1873023,6782549.04,3621.18,26.7,2.1,24.2626,20.0861,29.4475,3.5049,3.5049,4.6168,5404.65,1282.8,6.9042,125,0,125,1.9699,30,0
Pakistan,PAK,2019,South Asia,Lower middle income,Wheat,196992,1038060.96,5269.56,87.47,28.2,19.3323,13.3488,25.1825,0.9559,0.9553,4.6281,3631.35,348.9,2.7939,142,34,176,2.9228,108,57
Mexico,MEX,2022,Central America,Upper middle income,Maize,3651669,47453876.19,12995.12,164.24,31.2,18.5649,11.1721,26.4967,0.7595,0.7595,5.6447,3230.9,277.2,2.4711,78,1,79,3.2537,22,0
Thailand,THA,2022,Southeast Asia,Upper middle income,Soybeans,1080242,4672876.39,4325.77,192.42,14.1,26.2071,22.494,30.9099,6.4164,6.4164,4.0748,6096.2,2342.0,9.4416,256,0,256,1.4715,98,11
Mali,MLI,2018,Sub-Saharan Africa,Low income,Rice,2663547,12218089.77,4587.15,,15.5,28.6521,22.1849,35.0238,0.1082,0.1082,8.1782,6790.6,39.5,0.9493,294,0,294,8.7716,269,206
United Kingdom,GBR,2016,Europe,High income,Rice,392529,3970436.61,10115.01,264.11,33.6,7.171,4.2533,10.0142,2.9956,2.6131,1.2479,344.9,1096.4,4.1288,0,80,80,1.3783,0,0
Nepal,NPL,2016,South Asia,Low income,Wheat,1626465,5495115.31,3378.56,31.91,9.0,12.3396,8.3978,15.9437,16.0055,16.0005,2.4404,1203.55,5858.0,26.7192,0,31,31,1.6694,0,0
United Kingdom,GBR,2023,Europe,High income,Soybeans,212035,1654158.41,7801.35,288.03,38.1,7.6003,4.694,10.4852,5.1819,4.9079,1.3306,396.4,1891.4,7.7772,0,60,60,1.5008,0,0
South Korea,KOR,2021,East Asia,High income,Maize,1759049,22570143.24,,223.73,47.0,11.0112,7.1181,15.5066,3.6195,3.5129,2.4739,1728.1,1321.1,8.08,7,86,93,2.2324,0,0
Mexico,MEX,2016,Central America,Upper middle income,Maize,4655100,56424794.09,12121.07,105.91,30.4,17.6828,11.1079,24.6656,1.2344,1.2344,5.1018,2906.55,451.8,3.1471,22,4,26,2.5495,4,0
Argentina,ARG,2015,South America,Upper middle income,Wheat,969559,5277988.92,5443.7,110.74,19.4,16.1614,11.1723,21.6351,1.3197,1.3197,4.0221,2470.25,481.7,4.2383,52,8,60,3.2115,24,5
Nigeria,NGA,2016,Sub-Saharan Africa,Lower middle income,Maize,967484,7227782.5,7470.7,60.12,22.9,25.9268,21.5563,31.1082,6.0454,6.0454,4.3836,5977.6,2212.6,10.6937,211,0,211,1.7689,156,46
Egypt,EGY,2019,North Africa,Lower middle income,Wheat,3465133,21233202.97,6127.67,89.44,25.6,22.5145,16.4814,28.2668,0.0342,0.0342,6.9374,4527.95,12.5,0.447,182,0,182,13.0516,155,95
Mali,MLI,2022,Sub-Saharan Africa,Low income,Rice,430154,2266192.11,5268.33,23.52,12.3,28.3625,21.8107,34.9501,0.1973,0.1973,8.1285,6708.85,72.0,1.2698,295,0,295,6.4372,258,189
Morocco,MAR,2016,North Africa,Lower middle income,Maize,1878996,14883517.85,7920.99,72.77,31.2,17.6669,10.8082,24.8254,1.5036,1.327,4.0462,2944.75,550.3,4.1317,105,6,111,2.7479,79,56
Tanzania,TZA,2021,Sub-Saharan Africa,Low income,Maize,841421,6952310.59,8262.58,26.68,8.8,22.8233,17.4496,28.7036,1.4808,1.4808,5.4308,4772.95,540.5,3.8778,108,0,108,2.6187,33,0
United States,USA,2017,North America,High income,Soybeans,3635107,16631711.85,4575.3,109.58,33.7,12.8419,7.6811,18.3195,1.6756,1.5973,3.5944,2194.4,611.6,4.8415,49,92,141,2.8894,35,10
Germany,DEU,2015,Europe,High income,Maize,2813188,23061908.01,8197.78,140.54,44.4,10.0792,6.1833,13.8205,1.531,1.3874,1.9605,1020.95,558.8,3.2237,13,67,80,2.1057,5,0
Canada,CAN,2016,North America,High income,Maize,1950339,20792891.15,10661.17,248.71,33.7,1.3724,-2.3391,5.2462,1.5822,1.1984,1.6897,718.25,579.1,4.0314,0,197,197,2.5479,0,0
Nigeria,NGA,2017,Sub-Saharan Africa,Lower middle income,Rice,968687,6063071.17,6259.06,64.45,21.2,26.0586,21.754,31.2277,3.5178,3.5178,4.7537,6019.15,1284.0,6.8162,220,0,220,1.9376,179,44
Bangladesh,BGD,2016,South Asia,Lower middle income,Wheat,513976,2261793.29,4400.58,95.02,23.7,25.7891,22.5257,29.8161,4.9317,4.9317,3.495,5918.55,1805.0,10.1781,212,0,212,2.0638,87,12
Mexico,MEX,2016,Central America,Upper middle income,Rice,3002176,20333056.86,6772.77,176.18,33.5,17.6828,11.1079,24.6656,1.2344,1.2344,5.1018,2906.55,451.8,3.1471,22,4,26,2.5495,4,0
Australia,AUS,2016,Oceania,High income,Maize,1402252,11925326.41,8504.41,144.77,18.4,22.0538,15.5396,28.3609,0.9863,0.9863,6.0591,4387.15,361.0,4.5598,166,0,166,4.623,137,92
Mexico,MEX,2017,Central America,Upper middle income,Maize,2872688,20801193.55,7241.02,103.07,25.1,18.5619,11.566,26.0614,0.8589,0.8564,5.4098,3242.1,313.5,2.6801,55,3,58,3.1204,19,0
Tanzania,TZA,2016,Sub-Saharan Africa,Low income,Wheat,1655893,7814885.46,4719.44,25.05,14.4,22.6699,17.3391,28.1907,1.8074,1.8074,5.3889,4671.95,661.5,4.9701,92,0,92,2.7499,27,0
South Africa,ZAF,2020,Sub-Saharan Africa,Upper middle income,Maize,4919906,53330093.11,10839.66,117.15,32.6,18.3328,10.532,25.621,0.5637,0.5637,5.899,3074.25,206.3,2.5433,113,18,131,4.5122,80,29
Argentina,ARG,2017,South America,Upper middle income,Rice,1336236,11922446.19,8922.41,151.79,42.6,16.2458,11.5786,21.4603,1.7444,1.7444,3.9585,2480.55,636.7,5.6891,47,2,49,3.2614,31,9
Egypt,EGY,2015,North Africa,Lower middle income,Soybeans,2472609,7833826.54,3168.24,81.83,19.1,22.5808,15.6258,28.5677,0.0088,0.0088,6.9177,4438.5,3.2,0.1197,184,0,184,13.6487,161,95
Vietnam,VNM,2021,Southeast Asia,Lower middle income,Maize,920091,6454792.78,7015.39,90.83,19.5,21.7581,18.5101,26.5093,5.5641,5.5641,3.7045,4566.05,2030.9,10.1993,36,0,36,1.833,8,0
Mali,MLI,2015,Sub-Saharan Africa,Low income,Soybeans,1275754,1615355.96,1266.2,24.96,2.6,28.2323,20.8216,35.2915,0.1463,0.1463,8.4531,6590.65,53.4,1.1402,269,0,269,7.7932,245,217
Nigeria,NGA,2018,Sub-Saharan Africa,Lower middle income,Rice,1703160,11499630.06,6751.94,38.52,29.9,25.594,21.434,30.7137,4.5849,4.5849,4.3479,5866.95,1673.5,9.2835,210,0,210,2.0248,141,31
South Korea,KOR,2022,East Asia,High income,Rice,3282113,32024948.83,9757.42,264.1,28.7,10.637,6.6003,15.3658,2.8463,2.7219,2.6462,1801.55,1038.9,8.1763,8,112,120,2.8726,0,0
China,CHN,2015,East Asia,Upper middle income,Wheat,4066072,29467378.48,7247.14,142.03,19.6,9.3619,4.1518,15.1707,1.3367,1.1216,3.185,1386.05,487.9,3.1958,9,133,142,2.3908,7,0
France,FRA,2022,Europe,High income,Wheat,2900379,22402664.37,7724.05,220.21,36.5,12.2803,7.9145,17.1044,2.0803,2.0299,2.5863,1600.25,759.3,3.9273,22,52,74,1.8879,10,3
France,FRA,2020,Europe,High income,Wheat,2113637,19813030.59,9373.9,235.27,53.5,12.0265,8.0254,16.323,2.2585,2.232,2.4003,1350.75,826.6,3.8586,15,20,35,1.7085,4,2
